7:51:0	7:51:1	0.000000
7:52:1	7:52:2	0.000000
7:52:2	7:52:3	0.000000
7:52:3	7:52:4	0.000000
7:52:4	7:52:5	0.000000
7:52:5	7:52:6	0.000000
7:52:6	7:52:7	0.000000
7:52:7	7:52:8	0.000000
7:52:8	7:52:9	0.000000
7:52:9	7:52:10	0.000000
7:52:10	7:52:11	0.000000
7:52:11	7:52:12	0.000000
7:52:12	7:52:13	0.000000
7:52:13	7:52:14	0.000000
7:52:14	7:52:15	0.000000
7:52:15	7:52:16	0.000000
7:52:16	7:52:17	0.000000
7:52:17	7:52:18	0.000000
7:52:18	7:52:19	0.000000
7:52:19	7:52:20	0.000000
7:52:20	7:52:21	0.000000
7:52:21	7:52:22	0.000000
7:52:22	7:52:23	0.000000
7:52:23	7:52:24	0.000000
7:52:24	7:52:25	0.000000
7:52:25	7:52:26	0.000000
7:52:26	7:52:27	0.000000
7:52:27	7:52:28	0.000000
7:52:28	7:52:29	0.000000
7:52:29	7:52:30	0.000000
7:52:30	7:52:31	0.000000
7:52:31	7:52:32	0.000000
7:52:32	7:52:33	0.000000
7:52:33	7:52:34	0.000000
7:52:34	7:52:35	0.000000
7:52:35	7:52:36	0.000000
7:52:36	7:52:37	0.000000
7:52:37	7:52:38	0.000000
7:52:38	7:52:39	0.000000
7:52:39	7:52:40	0.000000
7:52:40	7:52:41	0.000000
7:52:41	7:52:42	0.000000
7:52:42	7:52:43	0.000000
7:52:43	7:52:44	0.000000
7:52:44	7:52:45	0.000000
7:52:45	7:52:46	0.000000
7:52:46	7:52:47	0.000000
7:52:47	7:52:48	0.000000
7:52:48	7:52:49	0.000000
7:52:49	7:52:50	0.000000
7:52:50	7:52:51	0.000000
7:52:51	7:52:52	0.000000
7:52:52	7:52:53	0.000000
7:52:53	7:52:54	0.000000
7:52:54	7:52:55	0.000000
7:52:55	7:52:56	0.000000
7:52:56	7:52:57	0.000000
7:52:57	7:52:58	0.000000
7:52:58	7:52:59	0.000000
7:52:59	7:53:0	0.000000
7:53:0	7:53:1	0.000000
7:53:1	7:53:2	0.000000
7:53:2	7:53:3	0.000000
7:53:3	7:53:4	0.000000
7:53:4	7:53:5	0.000000
7:53:5	7:53:6	0.000000
7:53:6	7:53:7	0.000000
7:53:7	7:53:8	0.000000
7:53:8	7:53:9	0.000000
7:53:9	7:53:10	0.000000
7:53:10	7:53:11	0.000000
7:53:11	7:53:12	0.000000
7:53:12	7:53:13	0.000000
7:53:13	7:53:14	0.000000
7:53:14	7:53:15	0.000000
7:53:15	7:53:16	0.000000
7:53:16	7:53:17	0.000000
7:53:17	7:53:18	0.000000
7:53:18	7:53:19	0.000000
7:53:19	7:53:20	0.000000
7:53:20	7:53:21	0.000000
7:53:21	7:53:22	0.000000
7:53:22	7:53:23	0.000000
7:53:23	7:53:24	0.000000
7:53:24	7:53:25	0.000000
7:53:25	7:53:26	0.000000
7:53:26	7:53:27	0.000000
7:53:27	7:53:28	0.000000
7:53:28	7:53:29	0.000000
7:53:29	7:53:30	0.000000
7:53:30	7:53:31	0.000000
7:53:31	7:53:32	0.000000
7:53:32	7:53:33	0.000000
7:53:33	7:53:34	0.000000
7:53:34	7:53:35	0.000000
7:53:35	7:53:36	0.000000
7:53:36	7:53:37	0.000000
7:53:37	7:53:38	0.000000
7:53:38	7:53:39	0.000000
7:53:39	7:53:40	0.000000
7:53:40	7:53:41	0.000000
7:53:41	7:53:42	0.000000
7:53:42	7:53:43	0.000000
7:53:43	7:53:44	0.000000
7:53:44	7:53:45	0.000000
7:53:45	7:53:46	0.000000
7:53:46	7:53:47	0.000000
7:53:47	7:53:48	0.000000
7:53:48	7:53:49	0.000000
7:53:49	7:53:50	0.000000
7:53:50	7:53:51	0.000000
7:53:51	7:53:52	0.000000
7:53:52	7:53:53	0.000000
7:53:53	7:53:54	0.000000
7:53:54	7:53:55	0.000000
7:53:55	7:53:56	0.000000
7:53:56	7:53:57	0.000000
7:53:57	7:53:58	0.000000
7:53:58	7:53:59	0.000000
7:53:59	7:54:0	0.000000
7:54:0	7:54:1	0.000000
7:54:1	7:54:2	0.000000
7:54:2	7:54:3	0.000000
7:54:3	7:54:4	0.000000
7:54:4	7:54:5	0.000000
7:54:5	7:54:6	0.000000
7:54:6	7:54:7	0.000000
7:54:7	7:54:8	0.000000
7:54:8	7:54:9	0.000000
7:54:9	7:54:10	0.000000
7:54:10	7:54:11	0.000000
7:54:11	7:54:12	0.000000
7:54:12	7:54:13	0.000000
7:54:13	7:54:14	0.000000
7:54:14	7:54:15	0.000000
7:54:15	7:54:16	0.000000
7:54:16	7:54:17	0.000000
7:54:17	7:54:18	0.000000
7:54:18	7:54:19	0.000000
7:54:19	7:54:20	0.000000
7:54:20	7:54:21	0.000000
7:54:21	7:54:22	0.000000
7:54:22	7:54:23	0.000000
7:54:23	7:54:24	0.000000
7:54:24	7:54:25	0.000000
7:54:25	7:54:26	0.000000
7:54:26	7:54:27	0.000000
7:54:27	7:54:28	0.000000
7:54:28	7:54:29	0.000000
7:54:29	7:54:30	0.000000
7:54:30	7:54:31	0.000000
7:54:31	7:54:32	0.000000
7:54:32	7:54:33	0.000000
7:54:33	7:54:34	0.000000
7:54:34	7:54:35	0.000000
7:54:35	7:54:36	0.000000
7:54:36	7:54:37	0.000000
7:54:37	7:54:38	0.000000
7:54:38	7:54:39	0.000000
7:54:39	7:54:40	0.000000
7:54:40	7:54:41	0.000000
7:54:41	7:54:42	0.000000
7:54:42	7:54:43	0.000000
7:54:43	7:54:44	0.000000
7:54:44	7:54:45	0.000000
7:54:45	7:54:46	0.000000
7:54:46	7:54:47	0.000000
7:54:47	7:54:48	0.000000
7:54:48	7:54:49	0.000000
7:54:49	7:54:50	0.000000
7:54:50	7:54:51	0.000000
7:54:51	7:54:52	0.000000
7:54:52	7:54:53	0.000000
7:54:53	7:54:54	0.000000
7:54:54	7:54:55	0.000000
7:54:55	7:54:56	0.000000
7:54:56	7:54:57	0.000000
7:54:57	7:54:58	0.000000
7:54:58	7:54:59	0.000000
7:54:59	7:55:0	0.000000
7:55:0	7:55:1	0.000000
7:55:1	7:55:2	0.000000
7:55:2	7:55:3	0.000000
7:55:3	7:55:4	0.000000
7:55:4	7:55:5	0.000000
7:55:5	7:55:6	0.000000
7:55:6	7:55:7	0.000000
7:55:7	7:55:8	0.000000
7:55:8	7:55:9	0.000000
7:55:9	7:55:10	0.000000
7:55:10	7:55:11	0.000000
7:55:11	7:55:12	0.000000
7:55:12	7:55:13	0.000000
7:55:13	7:55:14	0.000000
7:55:14	7:55:15	0.000000
7:55:15	7:55:16	0.000000
7:55:16	7:55:17	0.000000
7:55:17	7:55:18	0.000000
7:55:18	7:55:19	0.000000
7:55:19	7:55:20	0.000000
7:55:20	7:55:21	0.000000
7:55:21	7:55:22	0.000000
7:55:22	7:55:23	0.000000
7:55:23	7:55:24	0.000000
7:55:24	7:55:25	0.000000
7:55:25	7:55:26	0.000000
7:55:26	7:55:27	0.000000
7:55:27	7:55:28	0.000000
7:55:28	7:55:29	0.000000
7:55:29	7:55:30	0.000000
7:55:30	7:55:31	0.000000
7:55:31	7:55:32	0.000000
7:55:32	7:55:33	0.000000
7:55:33	7:55:34	0.000000
7:55:34	7:55:35	0.000000
7:55:35	7:55:36	0.000000
7:55:36	7:55:37	0.000000
7:55:37	7:55:38	0.000000
7:55:38	7:55:39	0.000000
7:55:39	7:55:40	0.000000
7:55:40	7:55:41	0.000000
7:55:41	7:55:42	0.000000
7:55:42	7:55:43	0.000000
7:55:43	7:55:44	0.000000
7:55:44	7:55:45	0.000000
7:55:45	7:55:46	0.000000
7:55:46	7:55:47	0.000000
7:55:47	7:55:48	0.000000
7:55:48	7:55:49	0.000000
7:55:49	7:55:50	0.000000
7:55:50	7:55:51	0.000000
7:55:51	7:55:52	0.000000
7:55:52	7:55:53	0.000000
7:55:53	7:55:54	0.000000
7:55:54	7:55:55	0.000000
7:55:55	7:55:56	0.000000
7:55:56	7:55:57	0.000000
7:55:57	7:55:58	0.000000
7:55:58	7:55:59	0.000000
7:55:59	7:56:0	0.000000
7:56:0	7:56:1	0.000000
7:56:1	7:56:2	0.000000
7:56:2	7:56:3	0.000000
7:56:3	7:56:4	0.000000
7:56:4	7:56:5	0.000000
7:56:5	7:56:6	0.000000
7:56:6	7:56:7	0.000000
7:56:7	7:56:8	0.000000
7:56:8	7:56:9	0.000000
7:56:9	7:56:10	0.000000
7:56:10	7:56:11	0.000000
7:56:11	7:56:12	0.000000
7:56:12	7:56:13	0.000000
7:56:13	7:56:14	0.000000
7:56:14	7:56:15	0.000000
7:56:15	7:56:16	0.000000
7:56:16	7:56:17	0.000000
7:56:17	7:56:18	0.000000
7:56:18	7:56:19	0.000000
7:56:19	7:56:20	0.000000
7:56:20	7:56:21	0.000000
7:56:21	7:56:22	0.000000
7:56:22	7:56:23	0.000000
7:56:23	7:56:24	0.000000
7:56:24	7:56:25	0.000000
7:56:25	7:56:26	0.000000
7:56:26	7:56:27	0.000000
7:56:27	7:56:28	0.000000
7:56:28	7:56:29	0.000000
7:56:29	7:56:30	0.000000
7:56:30	7:56:31	0.000000
7:56:31	7:56:32	0.000000
7:56:32	7:56:33	0.000000
7:56:33	7:56:34	0.000000
7:56:34	7:56:35	0.000000
7:56:35	7:56:36	0.000000
7:56:36	7:56:37	0.000000
7:56:37	7:56:38	0.000000
7:56:38	7:56:39	0.000000
7:56:39	7:56:40	0.000000
7:56:40	7:56:41	0.000000
7:56:41	7:56:42	0.000000
7:56:42	7:56:43	0.000000
7:56:43	7:56:44	0.000000
7:56:44	7:56:45	0.000000
7:56:45	7:56:46	0.000000
7:56:46	7:56:47	0.000000
7:56:47	7:56:48	0.000000
7:56:48	7:56:49	0.000000
7:56:49	7:56:50	0.000000
7:56:50	7:56:51	0.000000
7:56:51	7:56:52	0.000000
7:56:52	7:56:53	0.000000
7:56:53	7:56:54	0.000000
7:56:54	7:56:55	0.000000
7:56:55	7:56:56	0.000000
7:56:56	7:56:57	0.000000
7:56:57	7:56:58	0.000000
7:56:58	7:56:59	0.000000
7:56:59	7:57:0	0.000000
7:57:0	7:57:1	0.000000
7:57:1	7:57:2	0.000000
7:57:2	7:57:3	0.000000
7:57:3	7:57:4	0.000000
7:57:4	7:57:5	0.000000
7:57:5	7:57:6	0.000000
7:57:6	7:57:7	0.000000
7:57:7	7:57:8	0.000000
7:57:8	7:57:9	0.000000
7:57:9	7:57:10	0.000000
7:57:10	7:57:11	0.000000
7:57:11	7:57:12	0.000000
7:57:12	7:57:13	0.000000
7:57:13	7:57:14	0.000000
7:57:14	7:57:15	0.000000
7:57:15	7:57:16	0.000000
7:57:16	7:57:17	0.000000
7:57:17	7:57:18	0.000000
7:57:18	7:57:19	0.000000
7:57:19	7:57:20	0.000000
7:57:20	7:57:21	0.000000
7:57:21	7:57:22	0.000000
7:57:22	7:57:23	0.000000
7:57:23	7:57:24	0.000000
7:57:24	7:57:25	0.000000
7:57:25	7:57:26	0.000000
7:57:26	7:57:27	0.000000
7:57:27	7:57:28	0.000000
7:57:28	7:57:29	0.000000
7:57:29	7:57:30	0.000000
7:57:30	7:57:31	0.000000
7:57:31	7:57:32	0.000000
7:57:32	7:57:33	0.000000
7:57:33	7:57:34	0.000000
7:57:34	7:57:35	0.000000
7:57:35	7:57:36	0.000000
7:57:36	7:57:37	0.000000
7:57:37	7:57:38	0.000000
7:57:38	7:57:39	0.000000
7:57:39	7:57:40	0.000000
7:57:40	7:57:41	0.000000
7:57:41	7:57:42	0.000000
7:57:42	7:57:43	0.000000
7:57:43	7:57:44	0.000000
7:57:44	7:57:45	0.000000
7:57:45	7:57:46	0.000000
7:57:46	7:57:47	0.000000
7:57:47	7:57:48	0.000000
7:57:48	7:57:49	0.000000
7:57:49	7:57:50	0.000000
7:57:50	7:57:51	0.000000
7:57:51	7:57:52	0.000000
7:57:52	7:57:53	0.000000
7:57:53	7:57:54	0.000000
7:57:54	7:57:55	0.000000
7:57:55	7:57:56	0.000000
7:57:56	7:57:57	0.000000
7:57:57	7:57:58	0.000000
7:57:58	7:57:59	0.000000
7:57:59	7:58:0	0.000000
7:58:0	7:58:1	0.000000
7:58:1	7:58:2	0.000000
7:58:2	7:58:3	0.000000
7:58:3	7:58:4	0.000000
7:58:4	7:58:5	0.000000
7:58:5	7:58:6	0.000000
7:58:6	7:58:7	0.000000
7:58:7	7:58:8	0.000000
7:58:8	7:58:9	0.000000
7:58:9	7:58:10	0.000000
7:58:10	7:58:11	0.000000
7:58:11	7:58:12	0.000000
7:58:12	7:58:13	0.000000
7:58:13	7:58:14	0.000000
7:58:14	7:58:15	0.000000
7:58:15	7:58:16	0.000000
7:58:16	7:58:17	0.000000
7:58:17	7:58:18	0.000000
7:58:18	7:58:19	0.000000
7:58:19	7:58:20	0.000000
7:58:20	7:58:21	0.000000
7:58:21	7:58:22	0.000000
7:58:22	7:58:23	0.000000
7:58:23	7:58:24	0.000000
7:58:24	7:58:25	0.000000
7:58:25	7:58:26	0.000000
7:58:26	7:58:27	0.000000
7:58:27	7:58:28	0.000000
7:58:28	7:58:29	0.000000
7:58:29	7:58:30	0.000000
7:58:30	7:58:31	0.000000
7:58:31	7:58:32	0.000000
7:58:32	7:58:33	0.000000
7:58:33	7:58:34	0.000000
7:58:34	7:58:35	0.000000
7:58:35	7:58:36	0.000000
7:58:36	7:58:37	0.000000
7:58:37	7:58:38	0.000000
7:58:38	7:58:39	0.000000
7:58:39	7:58:40	0.000000
7:58:40	7:58:41	0.000000
7:58:41	7:58:42	0.000000
7:58:42	7:58:43	0.000000
7:58:43	7:58:44	0.000000
7:58:44	7:58:45	0.000000
7:58:45	7:58:46	0.000000
7:58:46	7:58:47	0.000000
7:58:47	7:58:48	0.000000
7:58:48	7:58:49	0.000000
7:58:49	7:58:50	0.000000
7:58:50	7:58:51	0.000000
7:58:51	7:58:52	0.000000
7:58:52	7:58:53	0.000000
7:58:53	7:58:54	0.000000
7:58:54	7:58:55	0.000000
7:58:55	7:58:56	0.000000
7:58:56	7:58:57	0.000000
7:58:57	7:58:58	0.000000
7:58:58	7:58:59	0.000000
7:58:59	7:59:0	0.000000
7:59:0	7:59:1	0.000000
7:59:1	7:59:2	0.000000
7:59:2	7:59:3	0.000000
7:59:3	7:59:4	0.000000
7:59:4	7:59:5	0.000000
7:59:5	7:59:6	0.000000
7:59:6	7:59:7	0.000000
7:59:7	7:59:8	0.000000
7:59:8	7:59:9	0.000000
7:59:9	7:59:10	0.000000
7:59:10	7:59:11	0.000000
7:59:11	7:59:12	0.000000
7:59:12	7:59:13	0.000000
7:59:13	7:59:14	0.000000
7:59:14	7:59:15	0.000000
7:59:15	7:59:16	0.000000
7:59:16	7:59:17	0.000000
7:59:17	7:59:18	0.000000
7:59:18	7:59:19	0.000000
7:59:19	7:59:20	0.000000
7:59:20	7:59:21	0.000000
7:59:21	7:59:22	0.000000
7:59:22	7:59:23	0.000000
7:59:23	7:59:24	0.000000
7:59:24	7:59:25	0.000000
7:59:25	7:59:26	0.000000
7:59:26	7:59:27	0.000000
7:59:27	7:59:28	0.000000
7:59:28	7:59:29	0.000000
7:59:29	7:59:30	0.000000
7:59:30	7:59:31	0.000000
7:59:31	7:59:32	0.000000
7:59:32	7:59:33	0.000000
7:59:33	7:59:34	0.000000
7:59:34	7:59:35	0.000000
7:59:35	7:59:36	0.000000
7:59:36	7:59:37	0.000000
7:59:37	7:59:38	0.000000
7:59:38	7:59:39	0.000000
7:59:39	7:59:40	0.000000
7:59:40	7:59:41	0.000000
7:59:41	7:59:42	0.000000
7:59:42	7:59:43	0.000000
7:59:43	7:59:44	0.000000
7:59:44	7:59:45	0.000000
7:59:45	7:59:46	0.000000
7:59:46	7:59:47	0.000000
7:59:47	7:59:48	0.000000
7:59:48	7:59:49	0.000000
7:59:49	7:59:50	0.000000
7:59:50	7:59:51	0.000000
7:59:51	7:59:52	0.000000
7:59:52	7:59:53	0.000000
7:59:53	7:59:54	0.000000
7:59:54	7:59:55	0.000000
7:59:55	7:59:56	0.000000
7:59:56	7:59:57	0.000000
7:59:57	7:59:58	0.000000
7:59:58	7:59:59	0.000000
7:59:59	8:0:0	0.000000
8:0:0	8:0:1	0.000000
8:0:1	8:0:2	0.000000
8:0:2	8:0:3	0.000000
8:0:3	8:0:4	0.000000
8:0:4	8:0:5	0.000000
8:0:5	8:0:6	0.000000
8:0:6	8:0:7	0.000000
8:0:7	8:0:8	0.000000
8:0:8	8:0:9	0.000000
8:0:9	8:0:10	0.000000
8:0:10	8:0:11	0.000000
8:0:11	8:0:12	0.000000
8:0:12	8:0:13	0.000000
8:0:13	8:0:14	0.000000
8:0:14	8:0:15	0.000000
8:0:15	8:0:16	0.000000
8:0:16	8:0:17	0.000000
8:0:17	8:0:18	0.000000
8:0:18	8:0:19	0.000000
8:0:19	8:0:20	0.000000
8:0:20	8:0:21	0.000000
8:0:21	8:0:22	0.000000
8:0:22	8:0:23	0.000000
8:0:23	8:0:24	0.000000
8:0:24	8:0:25	0.000000
8:0:25	8:0:26	0.000000
8:0:26	8:0:27	0.000000
8:0:27	8:0:28	0.000000
8:0:28	8:0:29	0.000000
8:0:29	8:0:30	0.000000
8:0:30	8:0:31	0.000000
8:0:31	8:0:32	0.000000
8:0:32	8:0:33	0.000000
8:0:33	8:0:34	0.000000
8:0:34	8:0:35	0.000000
8:0:35	8:0:36	0.000000
8:0:36	8:0:37	0.000000
8:0:37	8:0:38	0.000000
8:0:38	8:0:39	0.000000
8:0:39	8:0:40	0.000000
8:0:40	8:0:41	0.000000
8:0:41	8:0:42	0.000000
8:0:42	8:0:43	0.000000
8:0:43	8:0:44	0.000000
8:0:44	8:0:45	0.000000
8:0:45	8:0:46	0.000000
8:0:46	8:0:47	0.000000
8:0:47	8:0:48	0.000000
8:0:48	8:0:49	0.000000
8:0:49	8:0:50	0.000000
8:0:50	8:0:51	0.000000
8:0:51	8:0:52	0.000000
8:0:52	8:0:53	0.000000
8:0:53	8:0:54	0.000000
8:0:54	8:0:55	0.000000
8:0:55	8:0:56	0.000000
8:0:56	8:0:57	0.000000
8:0:57	8:0:58	0.000000
8:0:58	8:0:59	0.000000
8:0:59	8:1:0	0.000000
8:1:0	8:1:1	0.000000
8:1:1	8:1:2	0.000000
8:1:2	8:1:3	0.000000
8:1:3	8:1:4	0.000000
8:1:4	8:1:5	0.000000
8:1:5	8:1:6	0.000000
8:1:6	8:1:7	0.000000
8:1:7	8:1:8	0.000000
8:1:8	8:1:9	0.000000
8:1:9	8:1:10	0.000000
8:1:10	8:1:11	0.000000
8:1:11	8:1:12	0.000000
8:1:12	8:1:13	0.000000
8:1:13	8:1:14	0.000000
8:1:14	8:1:15	0.000000
8:1:15	8:1:16	0.000000
8:1:16	8:1:17	0.000000
8:1:17	8:1:18	0.000000
8:1:18	8:1:19	0.000000
8:1:19	8:1:20	0.000000
8:1:20	8:1:21	0.000000
8:1:21	8:1:22	0.000000
8:1:22	8:1:23	0.000000
8:1:23	8:1:24	0.000000
8:1:24	8:1:25	0.000000
8:1:25	8:1:26	0.000000
8:1:26	8:1:27	0.000000
8:1:27	8:1:28	0.000000
8:1:28	8:1:29	0.000000
8:1:29	8:1:30	0.000000
8:1:30	8:1:31	0.000000
8:1:31	8:1:32	0.000000
8:1:32	8:1:33	0.000000
8:1:33	8:1:34	0.000000
8:1:34	8:1:35	0.000000
8:1:35	8:1:36	0.000000
8:1:36	8:1:37	0.000000
8:1:37	8:1:38	0.000000
8:1:38	8:1:39	0.000000
8:1:39	8:1:40	0.000000
8:1:40	8:1:41	0.000000
8:1:41	8:1:42	0.000000
8:1:42	8:1:43	0.000000
8:1:43	8:1:44	0.000000
8:1:44	8:1:45	0.000000
8:1:45	8:1:46	0.000000
8:1:46	8:1:47	0.000000
8:1:47	8:1:48	0.000000
8:1:48	8:1:49	0.000000
8:1:49	8:1:50	0.000000
8:1:50	8:1:51	0.000000
8:1:51	8:1:52	0.000000
8:1:52	8:1:53	0.000000
8:1:53	8:1:54	0.000000
8:1:54	8:1:55	0.000000
8:1:55	8:1:56	0.000000
8:1:56	8:1:57	0.000000
8:1:57	8:1:58	0.000000
8:1:58	8:1:59	0.000000
8:1:59	8:2:0	0.000000
8:2:0	8:2:1	0.000000
8:2:1	8:2:2	0.000000
8:2:2	8:2:3	0.000000
8:2:3	8:2:4	0.000000
8:2:4	8:2:5	0.000000
8:2:5	8:2:6	0.000000
8:2:6	8:2:7	0.000000
8:2:7	8:2:8	0.000000
8:2:8	8:2:9	0.000000
8:2:9	8:2:10	0.000000
8:2:10	8:2:11	0.000000
8:2:11	8:2:12	0.000000
8:2:12	8:2:13	0.000000
8:2:13	8:2:14	0.000000
8:2:14	8:2:15	0.000000
8:2:15	8:2:16	0.000000
8:2:16	8:2:17	0.000000
8:2:17	8:2:18	0.000000
8:2:18	8:2:19	0.000000
8:2:19	8:2:20	0.000000
8:2:20	8:2:21	0.000000
8:2:21	8:2:22	0.000000
8:2:22	8:2:23	0.000000
8:2:23	8:2:24	0.000000
8:2:24	8:2:25	0.000000
8:2:25	8:2:26	0.000000
8:2:26	8:2:27	0.000000
8:2:27	8:2:28	0.000000
8:2:28	8:2:29	0.000000
8:2:29	8:2:30	0.000000
8:2:30	8:2:31	0.000000
8:2:31	8:2:32	0.000000
8:2:32	8:2:33	0.000000
8:2:33	8:2:34	0.000000
8:2:34	8:2:35	0.000000
8:2:35	8:2:36	0.000000
8:2:36	8:2:37	0.000000
8:2:37	8:2:38	0.000000
8:2:38	8:2:39	0.000000
8:2:39	8:2:40	0.000000
8:2:40	8:2:41	0.000000
8:2:41	8:2:42	0.000000
8:2:42	8:2:43	0.000000
8:2:43	8:2:44	0.000000
8:2:44	8:2:45	0.000000
8:2:45	8:2:46	0.000000
8:2:46	8:2:47	0.000000
8:2:47	8:2:48	0.000000
8:2:48	8:2:49	0.000000
8:2:49	8:2:50	0.000000
8:2:50	8:2:51	0.000000
8:2:51	8:2:52	0.000000
8:2:52	8:2:53	0.000000
8:2:53	8:2:54	0.000000
8:2:54	8:2:55	0.000000
8:2:55	8:2:56	0.000000
8:2:56	8:2:57	0.000000
8:2:57	8:2:58	0.000000
8:2:58	8:2:59	0.000000
8:2:59	8:3:0	0.000000
8:3:0	8:3:1	0.000000
8:3:1	8:3:2	0.000000
8:3:2	8:3:3	0.000000
8:3:3	8:3:4	0.000000
8:3:4	8:3:5	0.000000
8:3:5	8:3:6	0.000000
8:3:6	8:3:7	0.000000
8:3:7	8:3:8	0.000000
8:3:8	8:3:9	0.000000
8:3:9	8:3:10	0.000000
8:3:10	8:3:11	0.000000
8:3:11	8:3:12	0.000000
8:3:12	8:3:13	0.000000
8:3:13	8:3:14	0.000000
8:3:14	8:3:15	0.000000
8:3:15	8:3:16	0.000000
8:3:16	8:3:17	0.000000
8:3:17	8:3:18	0.000000
8:3:18	8:3:19	0.000000
8:3:19	8:3:20	0.000000
8:3:20	8:3:21	0.000000
8:3:21	8:3:22	0.000000
8:3:22	8:3:23	0.000000
8:3:23	8:3:24	0.000000
8:3:24	8:3:25	0.000000
8:3:25	8:3:26	0.000000
8:3:26	8:3:27	0.000000
8:3:27	8:3:28	0.000000
8:3:28	8:3:29	0.000000
8:3:29	8:3:30	0.000000
8:3:30	8:3:31	0.000000
8:3:31	8:3:32	0.000000
8:3:32	8:3:33	0.000000
8:3:33	8:3:34	0.000000
8:3:34	8:3:35	0.000000
8:3:35	8:3:36	0.000000
8:3:36	8:3:37	0.000000
8:3:37	8:3:38	0.000000
8:3:38	8:3:39	0.000000
8:3:39	8:3:40	0.000000
8:3:40	8:3:41	0.000000
8:3:41	8:3:42	0.000000
8:3:42	8:3:43	0.000000
8:3:43	8:3:44	0.000000
8:3:44	8:3:45	0.000000
8:3:45	8:3:46	0.000000
8:3:46	8:3:47	0.000000
8:3:47	8:3:48	0.000000
8:3:48	8:3:49	0.000000
8:3:49	8:3:50	0.000000
8:3:50	8:3:51	0.000000
8:3:51	8:3:52	0.000000
8:3:52	8:3:53	0.000000
8:3:53	8:3:54	0.000000
8:3:54	8:3:55	0.000000
8:3:55	8:3:56	0.000000
8:3:56	8:3:57	0.000000
8:3:57	8:3:58	0.000000
8:3:58	8:3:59	0.000000
8:3:59	8:4:0	0.000000
8:4:0	8:4:1	0.000000
8:4:1	8:4:2	0.000000
8:4:2	8:4:3	0.000000
8:4:3	8:4:4	0.000000
8:4:4	8:4:5	0.000000
8:4:5	8:4:6	0.000000
8:4:6	8:4:7	0.000000
8:4:7	8:4:8	0.000000
8:4:8	8:4:9	0.000000
8:4:9	8:4:10	0.000000
8:4:10	8:4:11	0.000000
8:4:11	8:4:12	0.000000
8:4:12	8:4:13	0.000000
8:4:13	8:4:14	0.000000
8:4:14	8:4:15	0.000000
8:4:15	8:4:16	0.000000
8:4:16	8:4:17	0.000000
8:4:17	8:4:18	0.000000
8:4:18	8:4:19	0.000000
8:4:19	8:4:20	0.000000
8:4:20	8:4:21	0.000000
8:4:21	8:4:22	0.000000
8:4:22	8:4:23	0.000000
8:4:23	8:4:24	0.000000
8:4:24	8:4:25	0.000000
8:4:25	8:4:26	0.000000
8:4:26	8:4:27	0.000000
8:4:27	8:4:28	0.000000
8:4:28	8:4:29	0.000000
8:4:29	8:4:30	0.000000
8:4:30	8:4:31	0.000000
8:4:31	8:4:32	0.000000
8:4:32	8:4:33	0.000000
8:4:33	8:4:34	0.000000
8:4:34	8:4:35	0.000000
8:4:35	8:4:36	0.000000
8:4:36	8:4:37	0.000000
8:4:37	8:4:38	0.000000
8:4:38	8:4:39	0.000000
8:4:39	8:4:40	0.000000
8:4:40	8:4:41	0.000000
8:4:41	8:4:42	0.000000
